startup,text
arobot,61클라썸클라썸
arobot,남도마켓남도마켓
arobot,로그인 필요
arobot,"SBS Biz13일 전K-휴머노이드 육성에 5년간 10개 산업 R&D 지원연합에 참여한 레인보우로보틱스, 에이로봇, 홀리데이로보틱스 등 휴머노이드 제조 기업들은 올해 안에 자체 개발 중인 로봇을 서울대 AI연구원 등 AI 전문그룹에 제공하고, 전문그룹은 제공받은 로봇을 통해 로봇 행동...에이로봇레인보우로보틱스+1"
arobot,총 투자 유치
arobot,비바리퍼블리카
arobot,arobot4all.com
arobot,"사업자 등록번호426-81-00521| 주식회사더브이씨서울특별시 마포구 만리재옛길 36, 2층 211-17호 | 대표변재극통신판매신고 제2017-서울마포-1223호문의master@thevc.krCopyright ©THE VCInc. All rights reserved."
arobot,17크레딧데이터크레딧잡
arobot,가 주요 제품/서비스입니다.
arobot,2019년 ~ 2025년
arobot,NOL 야놀자
arobot,스모어톡플라멜
arobot,"""트럼프2.0과 한국, 위기는 곧 재도약 기회""(종합2보)"
arobot,여기어때컴퍼니여기어때
arobot,그래비티벤처스투자조합
arobot,1위바로 확인 가능TIPS∙중소기업
arobot,씨피엔터테인먼트
arobot,한국 최초의 이족 보행 로봇
arobot,일간주간월간
arobot,자본금로그인 필요undefined 기준 ?원등기부등본 (2025-03-09 갱신)
arobot,버킷플레이스오늘의집
arobot,총 투자 유치로그인 필요
arobot,교육/연구기관
arobot,7년차∙중소기업
arobot,경기도 소재의 다른 전자제품 중소기업소재지총 투자 유치 금액 순
arobot,현재 라운드Seed투자총 투자 유치로그인 필요
arobot,업력 7년 이하의 다른 전자제품 중소기업
arobot,코스토리파파레서피
arobot,최근 1년간 퇴사자
arobot,라포랩스퀸잇
arobot,업력고용인원 순
arobot,주요 임직원총 1명수정 요청
arobot,조선일보19일 전
arobot,??위에이로봇경기도∙중소기업
arobot,에이로봇담기잠금 해제
arobot,로보원산업용 로봇
arobot,임직원 수 (2025-03)22명YoY 144%
arobot,에스지씨파트너스한국∙기업벤처캐피탈
arobot,유사 회사12개사
arobot,현재 라운드Seed투자
arobot,에이로봇한국∙중소기업
arobot,투자 유치수정 요청현재 라운드Seed투자총 투자 유치로그인 필요선택한 라운드비공개알 수 없음선택한 투자 유치로그인 필요두 원이 겹쳐진 영역을 반복해서 누르면 가려진 원이 선택됩니다.전체 투자자3개사(명)에스지씨파트너스한국∙기업벤처캐피탈가우스캐피탈매니지먼트한국∙금융회사하나벤처스한국∙벤처캐피탈모든 투자자 확인하기
arobot,"뉴스18일 전[알립니다] AI와 로봇의 융합...불붙은 휴머노이드 글로벌 경쟁엄윤설 에이로봇 대표도 연사로 나서, 세상을 빠르게 변화시키고 있는 휴머노이드 산업을 집중 조명한다. 또 에이로봇이 개발한 휴머노이드 로봇 '앨리스 4세대'도 소개한다. 엄 대표는 ""앨리스는 인간의 신체와 같은...에이로봇"
arobot,모난돌컴퍼니럭키밀
arobot,주요 임직원총 1명수정 요청임직원직위상태주요 이력엄윤설한국∙여성사내이사경영재직 중대표에이로봇사내이사
arobot,한국∙기업벤처캐피탈
arobot,SBS Biz
arobot,연락처이메일로그인 필요전화번호알 수 없음홈페이지arobot4all.com
arobot,57어댑트미디어커머스
arobot,2025-03-01
arobot,"로브로스, 엔젤로보틱스, 뉴로메카, 두산로보틱스(454910), LG전자(066570), HD현대(267250)로보틱스 등 기업이 대거 참여했다. 산업통상자원부는 로봇 R&D, 인프라, 실증 등 관련 예산을 활용해 기업들의 기술 개발을 지원한다."
arobot,에이비스유방암 병리영상 판독 AI 솔루션
arobot,경기도 소재의 다른 전자제품 중소기업
arobot,제조/공급사업 형태
arobot,버킷플레이스
arobot,클라우드브릭한국∙스타트업비주얼터미놀로지한국∙중소기업스케일랩스미국∙스타트업대구테크노파크한국∙정부
arobot,undefined 기준 ?원
arobot,3명 증가1개월 전 대비
arobot,"2019년 ~ 2025년최근 2년다운로드* 과거 회사명부터 지금 회사명까지의 인원 변동을 확인할 수 있습니다.* 본점, 지점의 고용 데이터를 합산하여 산출한 결과입니다."
arobot,플러그링크전기차 충전기
arobot,스탠다드에너지
arobot,마이캣로봇공학에 인공지능을 도입한 자율 소셜로봇
arobot,서큘러스한국∙스타트업
arobot,"뉴스총 179개뉴스17일 전""트럼프2.0과 한국, 위기는 곧 재도약 기회""(종합2보)엄윤설 에이로봇 대표도 연사로 나서 세상을 빠르게 변화시키고 있는 휴머노이드 산업을 집중 조명했다. 또 에이로봇이 개발한 휴머노이드 로봇 '앨리스 4세대'를 소개하며 ""휴머노이드 로봇은 국가 주권산업이다....에이로봇한국과학기술연구원뉴스17일 전[알립니다] 트럼프 2.0과 新한국, 위기극복 해법 찾기...뉴스1미래포럼 ...엄윤설 에이로봇 대표도 연사로 나서, 세상을 빠르게 변화시키고 있는 휴머노이드 산업을 집중 조명합니다. 또 에이로봇이 개발한 휴머노이드 로봇 '앨리스 4세대'도 소개합니다. 엄 대표는 ""앨리스는 인간의 신체와 같은...에이로봇한국과학기술연구원뉴스18일 전[알립니다] AI와 로봇의 융합...불붙은 휴머노이드 글로벌 경쟁엄윤설 에이로봇 대표도 연사로 나서, 세상을 빠르게 변화시키고 있는 휴머노이드 산업을 집중 조명한다. 또 에이로봇이 개발한 휴머노이드 로봇 '앨리스 4세대'도 소개한다. 엄 대표는 ""앨리스는 인간의 신체와 같은...에이로봇아이뉴스2411일 전엔비디아 'GTC 타이베이'에 한국 로봇 '엘리스' 뜬다3일 로봇업계에 따르면, 에이로봇은 최근 엔비디아로부터 공식 초청을 받고 GTC 타이베이 행사에서 엘리스를 선보일 예정이다. 지난 1월 미국 라스베이거스에서 열린 젠슨황 엔비디아 최고경영자(CEO)의 'CES 2025...에이로봇이데일리13일 전산업부 ""곧 K-휴머노이드 연합 창립총회 개최""지난 4월16일 레인보우로보틱스와 CJ대한통운의 물류 로봇 공동개발 MOU 체결을 시작으로, 에이로봇은 포스코이앤씨, 현대미포와 각각 MOU를 맺고 산업 현장용 휴머노이드를 개발키로 했다. 로보티즈는 통합물류협회와...에이로봇레인보우로보틱스SBS Biz13일 전K-휴머노이드 육성에 5년간 10개 산업 R&D 지원연합에 참여한 레인보우로보틱스, 에이로봇, 홀리데이로보틱스 등 휴머노이드 제조 기업들은 올해 안에 자체 개발 중인 로봇을 서울대 AI연구원 등 AI 전문그룹에 제공하고, 전문그룹은 제공받은 로봇을 통해 로봇 행동...에이로봇레인보우로보틱스+1뉴스톱14일 전휴머노이드화 급물살, RFM 주도권 경쟁 '치열'국내 AI 개발그룹은 레인보우로보틱스, 에이로봇, 홀리데이로보틱스, 원익로보틱스, 위로보틱스, 블루로빈, 로브로스, 엔젤로보틱스, 뉴로메카, 두산로보틱스, LG전자, HD현대로보틱스 등 로봇제조기업이 공동 사용할...에이로봇로브로스+116일 전주권 산업으로서의 휴머노이드하나벤처스 주도로 진행됐으며 SGC파트너스, 가우스캐피탈매니지먼트 등이 참여했다. 현재는 시리즈 A 투자를 진행 중이다. 엄 대표는 ""창업은 2018년에 했지만, 첫 투자는 6년 뒤인 2024년에서야 받았다""며 ""창업 당시만...에이로봇가우스캐피탈매니지먼트+1매일경제17일 전21km 마라톤 완주한 로봇까지...중국 때릴수록 더 강해지네 [방영덕의 디...물론 우리나라도 국내 첫 휴머노이드 로봇인 휴보를 개발한 레인보우로보틱스, 에이로봇, 홀리데이로보틱스 등의 기업이 노력 중입니다. 하지만 미중 패권 다툼 속 '로봇 굴기'로 밀어부치는 중국 앞에서 조바심이...에이로봇레인보우로보틱스+1조선일보19일 전작년 국내 상장한 로봇 기업만 7곳...피지컬 AI로 '퀀텀 점프' 감지되...국내에서도 로보티즈와 홀리데이 로보틱스, 에이로봇 등 많은 로봇 기업이 휴머노이드 개발에 두 팔을 걷어붙였다. AI 휴머노이드 로봇 개발에서 가장 어려우면서 많은 기업이 집중하는 분야는 바로 '손(手)'이다....에이로봇씨메스+4파이낸셜뉴스21일 전94조원 휴머노이드 로봇 시장...기업 투자 늘리고 상용화 속도휴머노이드를 분야를 주도하는 주요 스타트업으로는 △레인보우로보틱스 △로보티즈 △블루로빈 △서큘러스 △에이로봇 △에이딘로보틱스 △위로로보틱스 △홀리데이로보틱스 등이 있다. 이와 관련 삼성전자가...에이로봇서큘러스+2서울경제21일 전올해 中 휴머노이드 로봇 1만대 쏟아진다...한국은 2030년 최강국 목표로브로스, 엔젤로보틱스, 뉴로메카, 두산로보틱스(454910), LG전자(066570), HD현대(267250)로보틱스 등 기업이 대거 참여했다. 산업통상자원부는 로봇 R&D, 인프라, 실증 등 관련 예산을 활용해 기업들의 기술 개발을 지원한다.에이로봇뉴로메카+7더보기 12 / 179"
arobot,"자본금로그인 필요undefined 기준 ?원등기부등본 (2025-03-09 갱신)연혁에이로봇2018-04-12 - 설립연락처이메일로그인 필요전화번호알 수 없음홈페이지arobot4all.com본사 주소한국, 경기도, 안산시경기도 안산시 상록구 한양대학로 55, 창업보육센터 405호(사동)"
arobot,데이터베이스에서 확인하기
arobot,서울경제21일 전
arobot,등이 있습니다.
arobot,총 인원22명
arobot,망고부스트코리아데이터처리가속기
arobot,작년 국내 상장한 로봇 기업만 7곳...피지컬 AI로 '퀀텀 점프' 감지되...
arobot,유방암 병리영상 판독 AI 솔루션
arobot,레인보우로보틱스한국∙스타트업
arobot,8티오더티오더
arobot,TIPS에 선정된 전자제품 중소기업TIPS최근 투자 유치일 순회사분야최근 투자 유치일 순인증 자격1위바로 확인 가능TIPS∙중소기업전자제품바로 확인 가능바로 확인 가능2위바로 확인 가능TIPS∙중소기업전자제품바로 확인 가능바로 확인 가능데이터베이스에서 확인하기
arobot,경기도 소재의 다른 전자제품 중소기업소재지총 투자 유치 금액 순회사분야총 투자 유치 금액 순최근 투자 유치일/단계??위에이로봇경기도∙중소기업전자제품35억원2024-05-20Seed1위바로 확인 가능경기도∙중소기업전자제품바로 확인 가능바로 확인 가능2위바로 확인 가능경기도∙중소기업전자제품바로 확인 가능바로 확인 가능데이터베이스에서 확인하기
arobot,씨피엔터테인먼트연예매니지먼트
arobot,주미당취중미담
arobot,리브스메드아티센셜
arobot,선택한 라운드비공개알 수 없음
arobot,K-휴머노이드 육성에 5년간 10개 산업 R&D 지원
arobot,티오더티오더
arobot,74니즈미리
arobot,리얼월드피지컬 AI 모델
arobot,TIPS에 선정된 전자제품 중소기업
arobot,71%아카인텔리전스한국∙스타트업
arobot,전자제품∙로봇
arobot,에이로봇사내이사
arobot,주요 임직원총 1명
arobot,52힐링페이퍼강남언니
arobot,정부/공기업
arobot,27릴리스에이아이릴리스AI
arobot,"* 본점, 지점의 고용 데이터를 합산하여 산출한 결과입니다."
arobot,스탠다드에너지바나듐 이온 배터리
arobot,59넥스아이면역항암제
arobot,제트에이아이블럭스
arobot,소재지총 투자 유치 금액 순
arobot,"지난 4월16일 레인보우로보틱스와 CJ대한통운의 물류 로봇 공동개발 MOU 체결을 시작으로, 에이로봇은 포스코이앤씨, 현대미포와 각각 MOU를 맺고 산업 현장용 휴머노이드를 개발키로 했다. 로보티즈는 통합물류협회와..."
arobot,스푼랩스스푼
arobot,리벨리온AI 반도체
arobot,* 과거 회사명부터 지금 회사명까지의 인원 변동을 확인할 수 있습니다.
arobot,유사 회사12개사회사제품/서비스기술분야투자 유치현재에이로봇한국∙중소기업앨리스휴머노이드형 소셜 로봇로봇전자제품로봇Seed알 수 없음86%서큘러스한국∙스타트업파이보휴머노이드형 소셜 로봇로봇전자제품로봇Seed알 수 없음75%아이피엘한국∙스타트업아이지니스마트홈 로봇로봇전자제품로봇Series A24억 2000만원73%매크로액트한국∙스타트업마이캣로봇공학에 인공지능을 도입한 자율 소셜로봇인공지능전자제품로봇Seed5799만 7500원73%토룩한국∙스타트업라이봇가정용 교감 로봇로봇전자제품로봇Series A알 수 없음71%아카인텔리전스한국∙스타트업뮤지오인공지능 커뮤니케이션 로봇로봇전자제품로봇Series B245억원70%레인보우로보틱스한국∙스타트업휴보한국 최초의 이족 보행 로봇로봇전자제품로봇M&A3908억원더보기 6 / 12
arobot,45노타온디바이스 AI 솔루션
arobot,53인터그래비티테크놀로지스궤도수송선
